date,description,amount,payment_mode,category
2026-04-17,BOOKMYSHOW *4695,737.0,UPI,Entertainment
2025-10-25,LIC PREMIUM *2919,1785.0,Card,Bills
2026-07-13,LIC PREMIUM *8971,2747.0,NetBanking,Bills
2026-07-18,bookmyshow *9766   ,342.0,UPI,Entertainment
2025-10-05,MYNTRA *9714,2117.0,NetBanking,Shopping
2026-02-06,reliance trends *7111   ,4451.0,UPI,Shopping
2026-01-11,BOOKMYSHOW *1987,348.0,UPI,Entertainment
2025-12-26,RELIANCE TRENDS *3248,1048.0,UPI,Shopping
2026-06-19,INDIGO AIRLINES *2394,4321.0,Card,Travel
2026-01-11,SPOTIFY *8734,867.0,UPI,Entertainment
2025-11-04,JIO RECHARGE *7326,2467.0,UPI,Bills
2025-12-03,amazon pay *9540   ,4477.0,UPI,Shopping
2026-08-19,PVR CINEMAS *6536,266.0,Card,Entertainment
2025-12-12,INDIGO AIRLINES *1198,3241.0,Card,Travel
2026-02-27,torrent power *7256   ,2338.0,UPI,Bills
2025-12-21,STARBUCKS *7476,616.0,Card,Food
2026-01-11,FLIPKART *6392,1382.0,NetBanking,Shopping
2026-07-17,NETFLIX *6698,348.0,Card,Entertainment
2026-04-09,CHAI POINT *2191,580.0,UPI,Food
2026-06-29,RELIANCE TRENDS *5992,570.0,UPI,Shopping
2026-08-14,JIO RECHARGE *7585,713.0,Card,Bills
2026-02-21,INDIGO AIRLINES *8355,4585.0,Card,Travel
2025-12-25,ZOMATO *1390,394.0,UPI,Food
2025-12-12,HOTSTAR *4587,174.0,UPI,Entertainment
2026-08-14,OLA CABS *9186,4493.0,Card,Travel
2026-09-10,DOMINOS PIZZA *7588,484.0,UPI,Food
2026-02-03,swiggy order *6249   ,112.0,Card,Food
2026-01-10,BOOKMYSHOW *9297,649.0,Card,Entertainment
2026-08-05,MYNTRA *7681,4669.0,UPI,Shopping
2026-03-25,ZOMATO *5883,98.0,Card,Food
2025-12-01,ZOMATO *6788,261.0,UPI,Food
2026-02-18,CHAI POINT *4939,162.0,Card,Food
2026-05-06,AIRTEL BROADBAND *7249,840.0,Card,Bills
2026-07-06,CHAI POINT *6649,249.0,UPI,Food
2026-08-23,FLIPKART *3653,1288.0,Card,Shopping
2025-10-20,JIO RECHARGE *5208,2337.0,NetBanking,Bills
2026-02-23,dmart *2342   ,2426.0,NetBanking,Shopping
2026-05-03,NETFLIX *6604,472.0,Card,Entertainment
2026-01-05,spotify *8104   ,195.0,UPI,Entertainment
2025-11-30,STARBUCKS *4927,212.0,UPI,Food
2025-12-09,MYNTRA *5725,2445.0,UPI,Shopping
2026-09-14,SPOTIFY *7539,449.0,Card,Entertainment
2026-06-28,OLA CABS *2447,647.0,UPI,Travel
2026-09-06,IRCTC TICKET *3708,4830.0,UPI,Travel
2026-04-02,METRO RECHARGE *7686,1627.0,UPI,Travel
2026-03-27,ZOMATO *4787,66.0,UPI,Food
2026-02-04,SWIGGY ORDER *9384,686.0,Card,Food
2026-03-26,MYNTRA *5000,1833.0,UPI,Shopping
2026-07-11,NETFLIX *8022,579.0,UPI,Entertainment
2026-08-14,GAS BILL *9442,2580.0,NetBanking,Bills
2026-09-07,METRO RECHARGE *4732,2323.0,Card,Travel
2026-09-22,UBER TRIP *5435,2684.0,UPI,Travel
2025-11-10,INDIGO AIRLINES *8184,5836.0,UPI,Travel
2026-04-04,gas bill *4317   ,356.0,NetBanking,Bills
2026-09-17,myntra *2181   ,690.0,Card,Shopping
2025-10-11,RELIANCE TRENDS *1142,4487.0,NetBanking,Shopping
2025-11-25,CHAI POINT *1546,171.0,Card,Food
2025-10-04,BOOKMYSHOW *4209,329.0,UPI,Entertainment
2026-05-09,LIC PREMIUM *7696,1541.0,NetBanking,Bills
2025-12-23,LIC PREMIUM *4970,2190.0,NetBanking,Bills
2026-07-25,INDIGO AIRLINES *6856,884.0,UPI,Travel
2026-09-03,SPOTIFY *1689,193.0,UPI,Entertainment
2026-04-05,SPOTIFY *6060,550.0,UPI,Entertainment
2026-05-08,METRO RECHARGE *4961,,UPI,Travel
2025-12-14,BOOKMYSHOW *6073,580.0,NetBanking,Entertainment
2025-12-12,LIC PREMIUM *9089,1421.0,UPI,Bills
2025-11-28,HOTSTAR *5952,859.0,UPI,Entertainment
2025-12-11,INDIGO AIRLINES *7875,1948.0,UPI,Travel
2026-02-14,PVR CINEMAS *3468,172.0,UPI,Entertainment
2025-11-15,DOMINOS PIZZA *7966,390.0,Card,Food
2025-10-24,TORRENT POWER *6822,2699.0,NetBanking,Bills
2026-02-28,STARBUCKS *2134,539.0,NetBanking,Food
2026-07-19,STARBUCKS *9711,149.0,Card,Food
2026-01-30,INDIGO AIRLINES *3064,5355.0,NetBanking,Travel
2025-12-23,GAS BILL *4554,2564.0,Card,Bills
2026-09-12,bookmyshow *7396   ,879.0,UPI,Entertainment
2025-10-07,DMART *2167,310.0,Card,Shopping
2025-12-16,BOOKMYSHOW *7554,475.0,Card,Entertainment
2026-06-13,airtel broadband *9789   ,811.0,NetBanking,Bills
2026-02-26,MYNTRA *7242,2835.0,Card,Shopping
2026-03-04,SPOTIFY *7400,333.0,UPI,Entertainment
2026-01-28,TORRENT POWER *1581,2097.0,NetBanking,Bills
2026-03-18,PVR CINEMAS *4037,396.0,UPI,Entertainment
2026-05-24,MYNTRA *9190,4523.0,UPI,Shopping
2026-08-20,SWIGGY ORDER *6679,495.0,NetBanking,Food
2025-10-28,STARBUCKS *9905,98.0,UPI,Food
2025-12-29,HOTSTAR *5635,170.0,Card,Entertainment
2026-09-07,HOTSTAR *6162,309.0,Card,Entertainment
2026-04-17,flipkart *8630   ,3867.0,Card,Shopping
2026-03-06,DMART *2120,3268.0,UPI,Shopping
2025-12-30,CHAI POINT *1109,620.0,UPI,Food
2025-11-07,dmart *8538   ,3997.0,Card,Shopping
2026-06-07,NETFLIX *8715,849.0,NetBanking,Entertainment
2026-06-28,MYNTRA *9795,1785.0,Card,Shopping
2026-04-23,GAS BILL *9044,700.0,UPI,Bills
2026-03-19,INDIGO AIRLINES *4900,5564.0,Card,Travel
2026-07-12,TORRENT POWER *7262,1208.0,Card,Bills
2026-07-01,lic premium *8673   ,2936.0,NetBanking,Bills
2026-07-08,SWIGGY ORDER *1256,731.0,Card,Food
2026-05-31,JIO RECHARGE *2884,2797.0,UPI,Bills
2025-12-25,GAS BILL *3649,463.0,Card,Bills
2026-01-14,CHAI POINT *2128,498.0,Card,Food
2026-02-28,DMART *6534,4261.0,Card,Shopping
2026-09-17,TORRENT POWER *6073,1795.0,UPI,Bills
2026-03-27,METRO RECHARGE *8145,2942.0,Card,Travel
2026-03-10,lic premium *4327   ,277.0,Card,Bills
2025-12-26,BOOKMYSHOW *7219,569.0,NetBanking,Entertainment
2025-12-17,INDIGO AIRLINES *1364,4661.0,NetBanking,Travel
2025-11-14,METRO RECHARGE *6591,2776.0,Card,Travel
2026-06-12,AIRTEL BROADBAND *6262,2026.0,Card,Bills
2026-06-12,RELIANCE TRENDS *8869,507.0,UPI,Shopping
2026-04-05,CHAI POINT *3511,408.0,NetBanking,Food
2026-09-13,FLIPKART *6592,3502.0,Card,Shopping
2026-04-11,RELIANCE TRENDS *2476,3607.0,Card,Shopping
2026-08-28,GAS BILL *5598,1062.0,NetBanking,Bills
2026-02-21,ola cabs *4750   ,3197.0,NetBanking,Travel
2026-01-02,JIO RECHARGE *6832,682.0,NetBanking,Bills
2025-12-23,PVR CINEMAS *8631,157.0,UPI,Entertainment
2026-01-25,GAS BILL *9867,1973.0,UPI,Bills
2026-02-11,PVR CINEMAS *7031,246.0,NetBanking,Entertainment
2026-01-13,HOTSTAR *7755,700.0,NetBanking,Entertainment
2026-06-11,CHAI POINT *1480,203.0,NetBanking,Food
2025-10-02,DMART *1754,3568.0,NetBanking,Shopping
2026-07-09,DOMINOS PIZZA *4591,159.0,Card,Food
2026-02-06,HOTSTAR *2793,412.0,NetBanking,Entertainment
2026-04-03,FLIPKART *7041,4681.0,Card,Shopping
2026-09-06,gas bill *7764   ,934.0,UPI,Bills
2026-02-21,ZOMATO *9480,445.0,Card,Food
2026-08-13,STARBUCKS *2590,668.0,NetBanking,Food
2026-05-10,reliance trends *9282   ,3206.0,NetBanking,Shopping
2026-02-02,JIO RECHARGE *2036,185.0,UPI,Bills
2026-02-22,UBER TRIP *3982,1153.0,NetBanking,Travel
2026-03-27,IRCTC TICKET *8312,42.0,NetBanking,Travel
2026-04-21,HOTSTAR *6348,774.0,NetBanking,Entertainment
2025-11-15,dmart *1526   ,3424.0,Card,Shopping
2026-09-08,CHAI POINT *8340,526.0,UPI,Food
2026-06-13,BOOKMYSHOW *5804,548.0,Card,Entertainment
2026-02-15,CHAI POINT *1674,446.0,NetBanking,Food
2026-03-14,reliance trends *3898   ,277.0,Card,Shopping
2026-08-06,pvr cinemas *7671   ,638.0,NetBanking,Entertainment
2026-06-13,STARBUCKS *6669,747.0,NetBanking,Food
2025-11-28,FLIPKART *9906,2486.0,Card,Shopping
2026-01-13,JIO RECHARGE *4262,1182.0,UPI,Bills
2025-12-02,MYNTRA *9417,4400.0,Card,Shopping
2026-08-09,IRCTC TICKET *5068,4975.0,NetBanking,Travel
2026-02-05,AIRTEL BROADBAND *4688,1529.0,Card,Bills
2025-12-16,OLA CABS *7787,2177.0,UPI,Travel
2026-08-12,SPOTIFY *6592,515.0,UPI,Entertainment
2026-02-10,ZOMATO *4022,328.0,UPI,Food
2025-12-17,UBER TRIP *8240,2336.0,NetBanking,Travel
2026-06-06,swiggy order *9891   ,625.0,Card,Food
2026-08-15,JIO RECHARGE *8492,363.0,UPI,Bills
2026-01-31,METRO RECHARGE *2865,2952.0,Card,Travel
2026-05-06,RELIANCE TRENDS *6397,3265.0,UPI,Shopping
2026-08-16,TORRENT POWER *7360,2022.0,Card,Bills
2025-11-16,HOTSTAR *3931,354.0,NetBanking,Entertainment
2025-11-07,torrent power *7654   ,2590.0,NetBanking,Bills
2025-11-07,HOTSTAR *3061,490.0,NetBanking,Entertainment
2025-10-20,STARBUCKS *8273,523.0,Card,Food
2026-02-11,NETFLIX *4627,438.0,Card,Entertainment
2026-08-17,DMART *4303,3313.0,Card,Shopping
2026-04-13,TORRENT POWER *7900,2817.0,UPI,Bills
2025-10-21,BOOKMYSHOW *4670,828.0,UPI,Entertainment
2026-03-22,FLIPKART *7469,1341.0,NetBanking,Shopping
2026-03-06,irctc ticket *2793   ,2763.0,NetBanking,Travel
2026-03-17,HOTSTAR *7313,491.0,Card,Entertainment
2026-07-16,MYNTRA *2188,4497.0,UPI,Shopping
2026-02-06,swiggy order *2240   ,120.0,NetBanking,Food
2025-12-31,MYNTRA *2549,1964.0,UPI,Shopping
2025-10-10,FLIPKART *9316,1304.0,UPI,Shopping
2026-01-20,IRCTC TICKET *6462,3256.0,UPI,Travel
2026-09-02,DMART *8148,3413.0,UPI,Shopping
2026-05-15,METRO RECHARGE *5969,5103.0,NetBanking,Travel
2025-10-11,IRCTC TICKET *2620,4820.0,NetBanking,Travel
2025-10-12,FLIPKART *2560,1466.0,Card,Shopping
2026-03-01,DMART *8751,2610.0,UPI,Shopping
2026-05-04,MYNTRA *2036,2032.0,UPI,Shopping
2026-08-13,INDIGO AIRLINES *4072,2036.0,Card,Travel
2026-04-16,BOOKMYSHOW *9081,143.0,UPI,Entertainment
2025-10-25,dominos pizza *2055   ,71.0,NetBanking,Food
2026-09-02,METRO RECHARGE *4103,2480.0,Card,Travel
2025-12-28,JIO RECHARGE *4644,2736.0,Card,Bills
2026-06-12,METRO RECHARGE *1660,1388.0,UPI,Travel
2025-10-25,DMART *2164,2922.0,NetBanking,Shopping
2026-01-17,IRCTC TICKET *1802,5099.0,UPI,Travel
2026-03-12,MYNTRA *5656,1525.0,Card,Shopping
2026-01-15,NETFLIX *1889,833.0,Card,Entertainment
2026-04-05,DMART *3964,4794.0,Card,Shopping
2026-04-15,HOTSTAR *2141,465.0,Card,Entertainment
2026-07-09,FLIPKART *5839,4157.0,Card,Shopping
2026-04-05,LIC PREMIUM *1382,2406.0,NetBanking,Bills
2026-06-16,ZOMATO *4845,576.0,UPI,Food
2026-05-04,PVR CINEMAS *8863,113.0,UPI,Entertainment
2026-01-08,METRO RECHARGE *3849,3291.0,NetBanking,Travel
2026-03-22,lic premium *6409   ,2242.0,UPI,Bills
2026-02-18,JIO RECHARGE *3722,1409.0,Card,Bills
2025-12-04,STARBUCKS *6445,640.0,UPI,Food
2026-03-10,LIC PREMIUM *9708,2682.0,Card,Bills
2026-01-03,indigo airlines *8239   ,1614.0,Card,Travel
2026-09-01,TORRENT POWER *7731,1015.0,Card,Bills
2025-10-30,BOOKMYSHOW *4259,462.0,Card,Entertainment
2025-10-19,swiggy order *3242   ,389.0,NetBanking,Food
2026-01-03,metro recharge *5712   ,5167.0,NetBanking,Travel
2025-11-24,DMART *2267,1728.0,NetBanking,Shopping
2026-02-05,DOMINOS PIZZA *2734,725.0,Card,Food
2026-05-23,LIC PREMIUM *1556,975.0,UPI,Bills
2025-11-08,AMAZON PAY *8715,4724.0,Card,Shopping
2025-10-10,UBER TRIP *2936,5816.0,NetBanking,Travel
2025-12-01,AIRTEL BROADBAND *7429,1138.0,Card,Bills
2026-05-21,SWIGGY ORDER *3242,71.0,Card,Food
2026-08-10,BOOKMYSHOW *7007,521.0,UPI,Entertainment
2026-03-19,CHAI POINT *2736,82.0,Card,Food
2026-08-26,GAS BILL *9569,1830.0,NetBanking,Bills
2026-05-18,ZOMATO *4167,739.0,Card,Food
2026-06-25,SWIGGY ORDER *3466,294.0,UPI,Food
2026-05-11,ZOMATO *7709,629.0,NetBanking,Food
2025-11-29,IRCTC TICKET *8544,5554.0,Card,Travel
2025-10-26,FLIPKART *4356,715.0,UPI,Shopping
2025-12-10,AIRTEL BROADBAND *7391,295.0,Card,Bills
2026-01-17,chai point *2772   ,221.0,UPI,Food
2025-12-14,TORRENT POWER *9135,2109.0,NetBanking,Bills
2026-09-24,AIRTEL BROADBAND *5931,1672.0,UPI,Bills
2026-01-23,metro recharge *9651   ,2592.0,NetBanking,Travel
2026-02-20,airtel broadband *6919   ,2924.0,NetBanking,Bills
2026-09-19,SWIGGY ORDER *4414,192.0,NetBanking,Food
2025-12-11,OLA CABS *7981,69.0,NetBanking,Travel
2026-06-11,AMAZON PAY *3243,2845.0,Card,Shopping
2026-07-15,HOTSTAR *2004,145.0,Card,Entertainment
2026-06-09,flipkart *6869   ,2161.0,Card,Shopping
2026-06-22,OLA CABS *7228,3905.0,Card,Travel
2026-06-13,METRO RECHARGE *7450,4061.0,Card,Travel
2026-06-18,SWIGGY ORDER *1954,285.0,NetBanking,Food
2025-10-25,BOOKMYSHOW *8340,110.0,UPI,Entertainment
2025-11-26,MYNTRA *1976,3564.0,Card,Shopping
2026-03-08,dominos pizza *7902   ,127.0,UPI,Food
2026-08-08,PVR CINEMAS *6808,751.0,UPI,Entertainment
2026-05-25,DOMINOS PIZZA *4900,617.0,UPI,Food
2026-07-15,NETFLIX *6202,323.0,NetBanking,Entertainment
2026-07-06,PVR CINEMAS *1580,352.0,UPI,Entertainment
2025-11-08,JIO RECHARGE *4667,2951.0,Card,Bills
2026-07-27,JIO RECHARGE *1661,2440.0,NetBanking,Bills
2026-06-10,FLIPKART *5317,3654.0,UPI,Shopping
2026-01-27,LIC PREMIUM *6873,448.0,NetBanking,Bills
2025-11-23,OLA CABS *9851,199.0,Card,Travel
2026-03-06,AIRTEL BROADBAND *2725,1134.0,Card,Bills
2026-08-14,LIC PREMIUM *9436,897.0,UPI,Bills
2025-11-27,UBER TRIP *9345,5563.0,NetBanking,Travel
2025-11-08,IRCTC TICKET *8170,5151.0,UPI,Travel
2026-09-15,AMAZON PAY *7397,2957.0,UPI,Shopping
2026-05-07,amazon pay *1463   ,1166.0,NetBanking,Shopping
2026-04-27,FLIPKART *9234,2511.0,NetBanking,Shopping
2026-05-10,dmart *2809   ,3207.0,Card,Shopping
2026-03-11,IRCTC TICKET *4451,4104.0,NetBanking,Travel
2026-03-09,STARBUCKS *5300,326.0,Card,Food
2026-02-06,STARBUCKS *2545,106.0,NetBanking,Food
2026-01-08,SWIGGY ORDER *1685,423.0,UPI,Food
2026-04-26,DOMINOS PIZZA *7845,746.0,UPI,Food
2026-08-15,DOMINOS PIZZA *4231,609.0,Card,Food
2026-06-12,FLIPKART *3428,741.0,Card,Shopping
2025-12-16,HOTSTAR *4067,619.0,NetBanking,Entertainment
2026-06-09,DOMINOS PIZZA *3042,562.0,NetBanking,Food
2026-07-19,FLIPKART *8943,3862.0,NetBanking,Shopping
2026-03-26,CHAI POINT *5243,689.0,Card,Food
2026-08-14,BOOKMYSHOW *2337,259.0,NetBanking,Entertainment
2026-09-22,JIO RECHARGE *1865,1711.0,Card,Bills
2026-02-15,NETFLIX *7534,713.0,Card,Entertainment
2026-02-04,OLA CABS *8016,5875.0,UPI,Travel
2025-10-16,INDIGO AIRLINES *9750,3142.0,UPI,Travel
2025-12-31,CHAI POINT *1581,192.0,NetBanking,Food
2026-03-07,STARBUCKS *1203,255.0,UPI,Food
2026-04-08,UBER TRIP *6759,5718.0,UPI,Travel
2026-08-29,LIC PREMIUM *6577,1709.0,NetBanking,Bills
2026-01-17,JIO RECHARGE *4807,1451.0,UPI,Bills
2026-01-11,PVR CINEMAS *5631,466.0,UPI,Entertainment
2026-03-26,MYNTRA *7371,1926.0,NetBanking,Shopping
2026-04-24,RELIANCE TRENDS *5157,2667.0,NetBanking,Shopping
2026-01-29,NETFLIX *8973,580.0,Card,Entertainment
2026-07-06,PVR CINEMAS *5933,438.0,Card,Entertainment
2026-02-28,UBER TRIP *5242,3735.0,UPI,Travel
2025-11-02,LIC PREMIUM *2223,917.0,NetBanking,Bills
2025-12-06,LIC PREMIUM *1193,2157.0,Card,Bills
2026-01-27,CHAI POINT *4227,746.0,UPI,Food
2026-09-11,NETFLIX *3646,188.0,UPI,Entertainment
2025-11-25,DOMINOS PIZZA *2910,628.0,Card,Food
2025-11-07,STARBUCKS *1901,134.0,Card,Food
2026-01-24,METRO RECHARGE *8870,5733.0,UPI,Travel
2026-09-24,dominos pizza *9901   ,515.0,NetBanking,Food
2026-02-16,DMART *1028,1213.0,NetBanking,Shopping
2026-03-01,STARBUCKS *2668,207.0,UPI,Food
2026-03-30,lic premium *6795   ,2265.0,UPI,Bills
2026-04-11,BOOKMYSHOW *6238,316.0,NetBanking,Entertainment
2025-10-31,MYNTRA *2063,4524.0,NetBanking,Shopping
2026-07-06,RELIANCE TRENDS *9519,1999.0,NetBanking,Shopping
2026-01-25,DOMINOS PIZZA *8778,684.0,NetBanking,Food
2026-08-01,NETFLIX *9056,442.0,NetBanking,Entertainment
2026-06-03,AIRTEL BROADBAND *7380,765.0,NetBanking,Bills
2026-03-01,SWIGGY ORDER *8325,505.0,UPI,Food
2026-02-08,AMAZON PAY *6594,1844.0,UPI,Shopping
2025-10-15,METRO RECHARGE *3172,5006.0,UPI,Travel
2026-06-10,STARBUCKS *9023,765.0,UPI,Food
2026-08-09,IRCTC TICKET *6113,267.0,Card,Travel
2026-07-20,UBER TRIP *4078,2726.0,NetBanking,Travel
2025-10-12,DOMINOS PIZZA *2353,795.0,Card,Food
2026-08-16,ZOMATO *5358,656.0,Card,Food
2026-01-01,LIC PREMIUM *2344,473.0,NetBanking,Bills
2026-06-08,ZOMATO *1680,536.0,UPI,Food
2026-01-21,METRO RECHARGE *5200,56.0,UPI,Travel
2025-10-07,HOTSTAR *7691,,Card,Entertainment
2026-04-20,AMAZON PAY *2667,4332.0,UPI,Shopping
2026-06-12,OLA CABS *4659,2985.0,NetBanking,Travel
2026-03-19,FLIPKART *8867,4464.0,UPI,Shopping
2026-06-21,myntra *3841   ,4408.0,NetBanking,Shopping
2026-08-24,INDIGO AIRLINES *8963,5289.0,UPI,Travel
2026-05-31,MYNTRA *1793,2034.0,NetBanking,Shopping
2025-10-11,TORRENT POWER *8129,2855.0,UPI,Bills
2026-02-13,DOMINOS PIZZA *1386,84.0,Card,Food
2026-07-04,CHAI POINT *8396,230.0,NetBanking,Food
2025-10-03,RELIANCE TRENDS *3073,512.0,Card,Shopping
2025-10-28,SWIGGY ORDER *3113,222.0,UPI,Food
2025-12-28,FLIPKART *7576,911.0,NetBanking,Shopping
2026-07-29,METRO RECHARGE *3159,5172.0,UPI,Travel
2026-09-17,STARBUCKS *1869,466.0,Card,Food
2026-08-20,OLA CABS *8624,174.0,Card,Travel
2026-09-24,AIRTEL BROADBAND *4471,986.0,UPI,Bills
2026-04-29,MYNTRA *3079,2917.0,UPI,Shopping
2026-09-02,NETFLIX *8037,580.0,NetBanking,Entertainment
2025-11-27,AMAZON PAY *8604,328.0,UPI,Shopping
2026-09-02,MYNTRA *1988,4316.0,NetBanking,Shopping
2026-04-06,INDIGO AIRLINES *6877,4962.0,NetBanking,Travel
2026-01-17,MYNTRA *1699,2238.0,NetBanking,Shopping
2026-06-23,MYNTRA *3395,228.0,NetBanking,Shopping
2026-02-22,SWIGGY ORDER *2248,562.0,Card,Food
2026-02-21,ola cabs *7272   ,1324.0,NetBanking,Travel
2025-11-30,BOOKMYSHOW *3354,364.0,Card,Entertainment
2026-04-12,FLIPKART *2540,3436.0,Card,Shopping
2026-03-31,reliance trends *5186   ,913.0,Card,Shopping
2025-11-25,OLA CABS *3741,3060.0,UPI,Travel
2026-05-19,JIO RECHARGE *7382,2638.0,UPI,Bills
2026-07-14,CHAI POINT *7615,434.0,Card,Food
2026-02-09,GAS BILL *5182,,NetBanking,Bills
2025-12-26,INDIGO AIRLINES *9041,381.0,UPI,Travel
2026-08-09,STARBUCKS *6014,525.0,NetBanking,Food
2025-12-08,SWIGGY ORDER *3346,355.0,NetBanking,Food
2026-07-02,DMART *5713,3292.0,UPI,Shopping
2025-12-28,HOTSTAR *5675,455.0,Card,Entertainment
2026-08-23,RELIANCE TRENDS *3750,669.0,UPI,Shopping
2026-07-28,GAS BILL *1130,1344.0,Card,Bills
2026-03-25,ZOMATO *1752,481.0,Card,Food
2026-09-08,chai point *8754   ,625.0,NetBanking,Food
2026-01-01,METRO RECHARGE *9817,4419.0,NetBanking,Travel
2026-06-21,GAS BILL *9226,2403.0,UPI,Bills
2026-02-23,METRO RECHARGE *4981,4809.0,Card,Travel
2026-07-28,SPOTIFY *1330,263.0,UPI,Entertainment
2026-02-16,FLIPKART *3999,1393.0,NetBanking,Shopping
2025-10-29,HOTSTAR *1814,490.0,NetBanking,Entertainment
2026-08-28,ZOMATO *7197,390.0,UPI,Food
2025-12-10,BOOKMYSHOW *1614,424.0,NetBanking,Entertainment
2026-08-03,UBER TRIP *3102,3070.0,UPI,Travel
2026-04-18,metro recharge *3294   ,111.0,Card,Travel
2026-06-29,SPOTIFY *7449,732.0,UPI,Entertainment
2026-05-13,HOTSTAR *4041,346.0,UPI,Entertainment
2026-01-22,JIO RECHARGE *6797,,NetBanking,Bills
2026-05-02,IRCTC TICKET *9949,3135.0,UPI,Travel
2026-04-04,SWIGGY ORDER *5700,217.0,NetBanking,Food
2026-07-05,HOTSTAR *8059,582.0,Card,Entertainment
2026-08-16,TORRENT POWER *2761,2125.0,NetBanking,Bills
2026-02-15,FLIPKART *5440,1208.0,NetBanking,Shopping
2025-11-06,IRCTC TICKET *4872,1094.0,NetBanking,Travel
2026-01-29,FLIPKART *8552,1837.0,Card,Shopping
2026-09-21,DMART *2563,3700.0,UPI,Shopping
2025-11-20,AIRTEL BROADBAND *2652,1594.0,Card,Bills
2026-06-28,starbucks *8147   ,523.0,NetBanking,Food
2026-01-09,AIRTEL BROADBAND *8933,1530.0,Card,Bills
2026-08-30,RELIANCE TRENDS *3568,2067.0,Card,Shopping
2026-08-05,INDIGO AIRLINES *2421,4818.0,UPI,Travel
2026-06-03,METRO RECHARGE *2260,224.0,Card,Travel
2025-11-24,SWIGGY ORDER *5025,578.0,UPI,Food
2025-11-04,LIC PREMIUM *7789,1881.0,Card,Bills
2026-02-01,DOMINOS PIZZA *2409,730.0,UPI,Food
2025-10-10,STARBUCKS *8069,323.0,UPI,Food
2025-10-08,HOTSTAR *4401,656.0,UPI,Entertainment
2026-08-21,OLA CABS *5150,4913.0,Card,Travel
2026-06-06,flipkart *9940   ,1004.0,Card,Shopping
2026-06-04,BOOKMYSHOW *1537,506.0,UPI,Entertainment
2026-01-05,JIO RECHARGE *5078,1855.0,NetBanking,Bills
2025-12-08,AMAZON PAY *9553,3920.0,UPI,Shopping
2026-02-02,RELIANCE TRENDS *5287,2461.0,Card,Shopping
2025-12-27,MYNTRA *7731,3136.0,Card,Shopping
2026-09-02,NETFLIX *3022,570.0,NetBanking,Entertainment
2025-11-08,ZOMATO *4715,601.0,Card,Food
2026-06-29,STARBUCKS *3785,568.0,Card,Food
2026-01-07,SWIGGY ORDER *2913,632.0,NetBanking,Food
2025-11-10,bookmyshow *6241   ,325.0,Card,Entertainment
2026-03-12,METRO RECHARGE *6334,,NetBanking,Travel
2025-10-29,bookmyshow *2840   ,318.0,NetBanking,Entertainment
2025-11-21,PVR CINEMAS *4610,767.0,NetBanking,Entertainment
2026-03-24,SPOTIFY *6565,709.0,Card,Entertainment
2026-01-09,FLIPKART *8750,884.0,UPI,Shopping
2025-11-25,LIC PREMIUM *9370,2997.0,Card,Bills
2026-08-07,PVR CINEMAS *9719,325.0,Card,Entertainment
2026-02-27,SWIGGY ORDER *7559,512.0,NetBanking,Food
2026-05-14,STARBUCKS *9787,494.0,Card,Food
2026-06-21,JIO RECHARGE *9038,949.0,Card,Bills
2026-02-21,DMART *9815,1216.0,UPI,Shopping
2025-11-15,TORRENT POWER *1941,2446.0,Card,Bills
2026-05-21,DMART *7633,1956.0,Card,Shopping
2026-02-12,FLIPKART *2073,2587.0,NetBanking,Shopping
2025-11-26,DOMINOS PIZZA *5890,684.0,UPI,Food
2025-11-09,MYNTRA *4607,2783.0,Card,Shopping
2026-03-05,AIRTEL BROADBAND *4255,239.0,Card,Bills
2026-06-25,JIO RECHARGE *6912,1184.0,UPI,Bills
2026-03-30,MYNTRA *5637,2304.0,Card,Shopping
2025-10-09,CHAI POINT *4908,753.0,NetBanking,Food
2026-09-15,LIC PREMIUM *5142,2853.0,UPI,Bills
2026-07-01,HOTSTAR *4810,137.0,Card,Entertainment
2025-12-04,PVR CINEMAS *3642,252.0,UPI,Entertainment
2025-11-23,STARBUCKS *9053,318.0,NetBanking,Food
2025-11-27,BOOKMYSHOW *3568,402.0,NetBanking,Entertainment
2025-10-03,IRCTC TICKET *5804,3236.0,Card,Travel
2026-06-07,DOMINOS PIZZA *8254,713.0,Card,Food
2026-07-10,HOTSTAR *1371,714.0,NetBanking,Entertainment
2026-03-30,NETFLIX *5286,765.0,Card,Entertainment
2026-09-05,HOTSTAR *9128,150.0,NetBanking,Entertainment
2026-09-01,RELIANCE TRENDS *7841,3147.0,Card,Shopping
2026-07-03,IRCTC TICKET *5145,2815.0,Card,Travel
2026-05-20,NETFLIX *1847,712.0,Card,Entertainment
2026-06-08,RELIANCE TRENDS *6634,2323.0,NetBanking,Shopping
2026-09-24,SPOTIFY *4777,885.0,Card,Entertainment
2026-09-18,SPOTIFY *3381,,Card,Entertainment
2026-07-12,DMART *5107,3573.0,Card,Shopping
2026-04-27,ZOMATO *1271,202.0,NetBanking,Food
2026-01-18,FLIPKART *2016,4065.0,UPI,Shopping
2025-11-30,UBER TRIP *5875,4397.0,Card,Travel
2026-01-03,GAS BILL *9759,693.0,NetBanking,Bills
2026-09-21,jio recharge *9080   ,2877.0,Card,Bills
2026-04-15,METRO RECHARGE *4845,4250.0,UPI,Travel
2025-10-19,spotify *1395   ,543.0,UPI,Entertainment
2026-01-14,INDIGO AIRLINES *2693,1722.0,UPI,Travel
