date,description,amount,payment_mode,category
2025-12-29,HOTSTAR *5635,170,Card,Entertainment
2026-09-07,HOTSTAR *6162,309,Card,Entertainment
2026-04-17,FLIPKART *8630,3867,Card,Shopping
2026-03-06,DMART *2120,3268,UPI,Shopping
2025-12-30,CHAI POINT *1109,620,UPI,Food
2025-11-07,DMART *8538,3997,Card,Shopping
2026-06-07,NETFLIX *8715,849,NetBanking,Entertainment
2026-06-28,MYNTRA *9795,1785,Card,Shopping
2026-04-23,GAS BILL *9044,700,UPI,Bills
2026-03-19,INDIGO AIRLINES *4900,5564,Card,Travel
2026-07-12,TORRENT POWER *7262,1208,Card,Bills
2026-07-01,LIC PREMIUM *8673,2936,NetBanking,Bills
2026-07-08,SWIGGY ORDER *1256,731,Card,Food
2026-05-31,JIO RECHARGE *2884,2797,UPI,Bills
2025-12-25,GAS BILL *3649,463,Card,Bills
2026-01-14,CHAI POINT *2128,498,Card,Food
2026-02-28,DMART *6534,4261,Card,Shopping
2026-09-17,TORRENT POWER *6073,1795,UPI,Bills
2026-03-27,METRO RECHARGE *8145,2942,Card,Travel
2026-03-10,LIC PREMIUM *4327,277,Card,Bills
2025-12-26,BOOKMYSHOW *7219,569,NetBanking,Entertainment
2025-12-17,INDIGO AIRLINES *1364,4661,NetBanking,Travel
2025-11-14,METRO RECHARGE *6591,2776,Card,Travel
2026-06-12,AIRTEL BROADBAND *6262,2026,Card,Bills
2026-06-12,RELIANCE TRENDS *8869,507,UPI,Shopping
2026-04-05,CHAI POINT *3511,408,NetBanking,Food
2026-09-13,FLIPKART *6592,3502,Card,Shopping
2026-04-11,RELIANCE TRENDS *2476,3607,Card,Shopping
2026-08-28,GAS BILL *5598,1062,NetBanking,Bills
2026-02-21,OLA CABS *4750,3197,NetBanking,Travel
2026-01-02,JIO RECHARGE *6832,682,NetBanking,Bills
2025-12-23,PVR CINEMAS *8631,157,UPI,Entertainment
2026-01-25,GAS BILL *9867,1973,UPI,Bills
2026-02-11,PVR CINEMAS *7031,246,NetBanking,Entertainment
2026-01-13,HOTSTAR *7755,700,NetBanking,Entertainment
2026-06-11,CHAI POINT *1480,203,NetBanking,Food
2025-10-02,DMART *1754,3568,NetBanking,Shopping
2026-07-09,DOMINOS PIZZA *4591,159,Card,Food
2026-02-06,HOTSTAR *2793,412,NetBanking,Entertainment
2026-04-03,FLIPKART *7041,4681,Card,Shopping
2026-09-06,GAS BILL *7764,934,UPI,Bills
2026-02-21,ZOMATO *9480,445,Card,Food
2026-08-13,STARBUCKS *2590,668,NetBanking,Food
2026-05-10,RELIANCE TRENDS *9282,3206,NetBanking,Shopping
2026-02-02,JIO RECHARGE *2036,185,UPI,Bills
2026-02-22,UBER TRIP *3982,1153,NetBanking,Travel
2026-03-27,IRCTC TICKET *8312,42,NetBanking,Travel
2026-04-21,HOTSTAR *6348,774,NetBanking,Entertainment
2025-11-15,DMART *1526,3424,Card,Shopping
2026-09-08,CHAI POINT *8340,526,UPI,Food
2026-06-13,BOOKMYSHOW *5804,548,Card,Entertainment
2026-02-15,CHAI POINT *1674,446,NetBanking,Food
2026-03-14,RELIANCE TRENDS *3898,277,Card,Shopping
2026-08-06,PVR CINEMAS *7671,638,NetBanking,Entertainment
2026-06-13,STARBUCKS *6669,747,NetBanking,Food
2025-11-28,FLIPKART *9906,2486,Card,Shopping
2026-01-13,JIO RECHARGE *4262,1182,UPI,Bills
2025-12-02,MYNTRA *9417,4400,Card,Shopping
2026-08-09,IRCTC TICKET *5068,4975,NetBanking,Travel
2026-02-05,AIRTEL BROADBAND *4688,1529,Card,Bills
2025-12-16,OLA CABS *7787,2177,UPI,Travel
2026-08-12,SPOTIFY *6592,515,UPI,Entertainment
2026-02-10,ZOMATO *4022,328,UPI,Food
2025-12-17,UBER TRIP *8240,2336,NetBanking,Travel
2026-06-06,SWIGGY ORDER *9891,625,Card,Food
2026-08-15,JIO RECHARGE *8492,363,UPI,Bills
2026-01-31,METRO RECHARGE *2865,2952,Card,Travel
2026-05-06,RELIANCE TRENDS *6397,3265,UPI,Shopping
2026-08-16,TORRENT POWER *7360,2022,Card,Bills
2025-11-16,HOTSTAR *3931,354,NetBanking,Entertainment
2025-11-07,TORRENT POWER *7654,2590,NetBanking,Bills
2025-11-07,HOTSTAR *3061,490,NetBanking,Entertainment
2025-10-20,STARBUCKS *8273,523,Card,Food
2026-02-11,NETFLIX *4627,438,Card,Entertainment
2026-08-17,DMART *4303,3313,Card,Shopping
2026-04-13,TORRENT POWER *7900,2817,UPI,Bills
2025-10-21,BOOKMYSHOW *4670,828,UPI,Entertainment
2026-03-22,FLIPKART *7469,1341,NetBanking,Shopping
2026-03-06,IRCTC TICKET *2793,2763,NetBanking,Travel
2026-03-17,HOTSTAR *7313,491,Card,Entertainment
2026-07-16,MYNTRA *2188,4497,UPI,Shopping
2026-02-06,SWIGGY ORDER *2240,120,NetBanking,Food
2025-12-31,MYNTRA *2549,1964,UPI,Shopping
2025-10-10,FLIPKART *9316,1304,UPI,Shopping
2026-01-20,IRCTC TICKET *6462,3256,UPI,Travel
2026-09-02,DMART *8148,3413,UPI,Shopping
2026-05-15,METRO RECHARGE *5969,5103,NetBanking,Travel
2025-10-11,IRCTC TICKET *2620,4820,NetBanking,Travel
2025-10-12,FLIPKART *2560,1466,Card,Shopping
2026-03-01,DMART *8751,2610,UPI,Shopping
2026-05-04,MYNTRA *2036,2032,UPI,Shopping
2026-08-13,INDIGO AIRLINES *4072,2036,Card,Travel
2026-04-16,BOOKMYSHOW *9081,143,UPI,Entertainment
2025-10-25,DOMINOS PIZZA *2055,71,NetBanking,Food
2026-09-02,METRO RECHARGE *4103,2480,Card,Travel
2025-12-28,JIO RECHARGE *4644,2736,Card,Bills
2026-06-12,METRO RECHARGE *1660,1388,UPI,Travel
2025-10-25,DMART *2164,2922,NetBanking,Shopping
2026-01-17,IRCTC TICKET *1802,5099,UPI,Travel
2026-03-12,MYNTRA *5656,1525,Card,Shopping
2026-01-15,NETFLIX *1889,833,Card,Entertainment
2026-04-05,DMART *3964,4794,Card,Shopping
2026-04-15,HOTSTAR *2141,465,Card,Entertainment
2026-07-09,FLIPKART *5839,4157,Card,Shopping
2026-04-05,LIC PREMIUM *1382,2406,NetBanking,Bills
2026-06-16,ZOMATO *4845,576,UPI,Food
2026-05-04,PVR CINEMAS *8863,113,UPI,Entertainment
2026-01-08,METRO RECHARGE *3849,3291,NetBanking,Travel
2026-03-22,LIC PREMIUM *6409,2242,UPI,Bills
2026-02-18,JIO RECHARGE *3722,1409,Card,Bills
2025-12-04,STARBUCKS *6445,640,UPI,Food
2026-03-10,LIC PREMIUM *9708,2682,Card,Bills
2026-01-03,INDIGO AIRLINES *8239,1614,Card,Travel
2026-09-01,TORRENT POWER *7731,1015,Card,Bills
2025-10-30,BOOKMYSHOW *4259,462,Card,Entertainment
2025-10-19,SWIGGY ORDER *3242,389,NetBanking,Food
2026-01-03,METRO RECHARGE *5712,5167,NetBanking,Travel
2025-11-24,DMART *2267,1728,NetBanking,Shopping
2026-02-05,DOMINOS PIZZA *2734,725,Card,Food
2026-05-23,LIC PREMIUM *1556,975,UPI,Bills
2025-11-08,AMAZON PAY *8715,4724,Card,Shopping
2025-10-10,UBER TRIP *2936,5816,NetBanking,Travel
2025-12-01,AIRTEL BROADBAND *7429,1138,Card,Bills
2026-05-21,SWIGGY ORDER *3242,71,Card,Food
2026-08-10,BOOKMYSHOW *7007,521,UPI,Entertainment
2026-03-19,CHAI POINT *2736,82,Card,Food
2026-08-26,GAS BILL *9569,1830,NetBanking,Bills
2026-05-18,ZOMATO *4167,739,Card,Food
2026-06-25,SWIGGY ORDER *3466,294,UPI,Food
2026-05-11,ZOMATO *7709,629,NetBanking,Food
2025-11-29,IRCTC TICKET *8544,5554,Card,Travel
2025-10-26,FLIPKART *4356,715,UPI,Shopping
2025-12-10,AIRTEL BROADBAND *7391,295,Card,Bills
2026-01-17,CHAI POINT *2772,221,UPI,Food
2025-12-14,TORRENT POWER *9135,2109,NetBanking,Bills
2026-09-24,AIRTEL BROADBAND *5931,1672,UPI,Bills
2026-01-23,METRO RECHARGE *9651,2592,NetBanking,Travel
2026-02-20,AIRTEL BROADBAND *6919,2924,NetBanking,Bills
2026-09-19,SWIGGY ORDER *4414,192,NetBanking,Food
2025-12-11,OLA CABS *7981,69,NetBanking,Travel
2026-06-11,AMAZON PAY *3243,2845,Card,Shopping
2026-07-15,HOTSTAR *2004,145,Card,Entertainment
2026-06-09,FLIPKART *6869,2161,Card,Shopping
2026-06-22,OLA CABS *7228,3905,Card,Travel
2026-06-13,METRO RECHARGE *7450,4061,Card,Travel
2026-06-18,SWIGGY ORDER *1954,285,NetBanking,Food
2025-10-25,BOOKMYSHOW *8340,110,UPI,Entertainment
2025-11-26,MYNTRA *1976,3564,Card,Shopping
2026-08-08,PVR CINEMAS *6808,751,UPI,Entertainment
2026-05-25,DOMINOS PIZZA *4900,617,UPI,Food
2026-07-15,NETFLIX *6202,323,NetBanking,Entertainment
2026-07-06,PVR CINEMAS *1580,352,UPI,Entertainment
2025-11-08,JIO RECHARGE *4667,2951,Card,Bills
2026-07-27,JIO RECHARGE *1661,2440,NetBanking,Bills
2026-06-10,FLIPKART *5317,3654,UPI,Shopping
2026-01-27,LIC PREMIUM *6873,448,NetBanking,Bills
2025-11-23,OLA CABS *9851,199,Card,Travel
2026-03-06,AIRTEL BROADBAND *2725,1134,Card,Bills
2026-08-14,LIC PREMIUM *9436,897,UPI,Bills
2025-11-27,UBER TRIP *9345,5563,NetBanking,Travel
2025-11-08,IRCTC TICKET *8170,5151,UPI,Travel
2026-09-15,AMAZON PAY *7397,2957,UPI,Shopping
2026-05-07,AMAZON PAY *1463,1166,NetBanking,Shopping
2026-04-27,FLIPKART *9234,2511,NetBanking,Shopping
2026-05-10,DMART *2809,3207,Card,Shopping
2026-03-11,IRCTC TICKET *4451,4104,NetBanking,Travel
2026-03-09,STARBUCKS *5300,326,Card,Food
2026-02-06,STARBUCKS *2545,106,NetBanking,Food
2026-01-08,SWIGGY ORDER *1685,423,UPI,Food
2026-04-26,DOMINOS PIZZA *7845,746,UPI,Food
2026-08-15,DOMINOS PIZZA *4231,609,Card,Food
2026-06-12,FLIPKART *3428,741,Card,Shopping
2025-12-16,HOTSTAR *4067,619,NetBanking,Entertainment
2026-06-09,DOMINOS PIZZA *3042,562,NetBanking,Food
2026-07-19,FLIPKART *8943,3862,NetBanking,Shopping
2026-03-26,CHAI POINT *5243,689,Card,Food
2026-08-14,BOOKMYSHOW *2337,259,NetBanking,Entertainment
2026-09-22,JIO RECHARGE *1865,1711,Card,Bills
2026-02-15,NETFLIX *7534,713,Card,Entertainment
2026-02-04,OLA CABS *8016,5875,UPI,Travel
2025-10-16,INDIGO AIRLINES *9750,3142,UPI,Travel
2025-12-31,CHAI POINT *1581,192,NetBanking,Food
2026-03-07,STARBUCKS *1203,255,UPI,Food
2026-04-08,UBER TRIP *6759,5718,UPI,Travel
2026-08-29,LIC PREMIUM *6577,1709,NetBanking,Bills
2026-01-17,JIO RECHARGE *4807,1451,UPI,Bills
2026-01-11,PVR CINEMAS *5631,466,UPI,Entertainment
2026-03-26,MYNTRA *7371,1926,NetBanking,Shopping
2026-04-24,RELIANCE TRENDS *5157,2667,NetBanking,Shopping
2026-01-29,NETFLIX *8973,580,Card,Entertainment
2026-07-06,PVR CINEMAS *5933,438,Card,Entertainment
2026-02-28,UBER TRIP *5242,3735,UPI,Travel
2025-12-06,LIC PREMIUM *1193,2157,Card,Bills
2026-01-27,CHAI POINT *4227,746,UPI,Food
2026-09-11,NETFLIX *3646,188,UPI,Entertainment
2025-11-25,DOMINOS PIZZA *2910,628,Card,Food
2025-11-07,STARBUCKS *1901,134,Card,Food
2026-01-24,METRO RECHARGE *8870,5733,UPI,Travel
2026-09-24,DOMINOS PIZZA *9901,515,NetBanking,Food
2026-02-16,DMART *1028,1213,NetBanking,Shopping
2026-03-01,STARBUCKS *2668,207,UPI,Food
2026-03-30,LIC PREMIUM *6795,2265,UPI,Bills
2026-04-11,BOOKMYSHOW *6238,316,NetBanking,Entertainment
2025-10-31,MYNTRA *2063,4524,NetBanking,Shopping
2026-07-06,RELIANCE TRENDS *9519,1999,NetBanking,Shopping
2026-01-25,DOMINOS PIZZA *8778,684,NetBanking,Food
2026-08-01,NETFLIX *9056,442,NetBanking,Entertainment
2026-06-03,AIRTEL BROADBAND *7380,765,NetBanking,Bills
2026-03-01,SWIGGY ORDER *8325,505,UPI,Food
2026-02-08,AMAZON PAY *6594,1844,UPI,Shopping
2025-10-15,METRO RECHARGE *3172,5006,UPI,Travel
2026-06-10,STARBUCKS *9023,765,UPI,Food
2026-08-09,IRCTC TICKET *6113,267,Card,Travel
2026-07-20,UBER TRIP *4078,2726,NetBanking,Travel
2025-10-12,DOMINOS PIZZA *2353,795,Card,Food
2026-08-16,ZOMATO *5358,656,Card,Food
2026-01-01,LIC PREMIUM *2344,473,NetBanking,Bills
2026-06-08,ZOMATO *1680,536,UPI,Food
2026-01-21,METRO RECHARGE *5200,56,UPI,Travel
2025-10-07,HOTSTAR *7691,864,Card,Entertainment
2026-04-20,AMAZON PAY *2667,4332,UPI,Shopping
2026-06-12,OLA CABS *4659,2985,NetBanking,Travel
2026-03-19,FLIPKART *8867,4464,UPI,Shopping
2026-06-21,MYNTRA *3841,4408,NetBanking,Shopping
2026-08-24,INDIGO AIRLINES *8963,5289,UPI,Travel
2026-05-31,MYNTRA *1793,2034,NetBanking,Shopping
2025-10-11,TORRENT POWER *8129,2855,UPI,Bills
2026-02-13,DOMINOS PIZZA *1386,84,Card,Food
2026-07-04,CHAI POINT *8396,230,NetBanking,Food
2025-10-03,RELIANCE TRENDS *3073,512,Card,Shopping
2025-10-28,SWIGGY ORDER *3113,222,UPI,Food
2025-12-28,FLIPKART *7576,911,NetBanking,Shopping
2026-07-29,METRO RECHARGE *3159,5172,UPI,Travel
2026-09-17,STARBUCKS *1869,466,Card,Food
2026-08-20,OLA CABS *8624,174,Card,Travel
2026-09-24,AIRTEL BROADBAND *4471,986,UPI,Bills
2026-04-29,MYNTRA *3079,2917,UPI,Shopping
2026-09-02,NETFLIX *8037,580,NetBanking,Entertainment
2025-11-27,AMAZON PAY *8604,328,UPI,Shopping
2026-09-02,MYNTRA *1988,4316,NetBanking,Shopping
2026-04-06,INDIGO AIRLINES *6877,4962,NetBanking,Travel
2026-01-17,MYNTRA *1699,2238,NetBanking,Shopping
2026-06-23,MYNTRA *3395,228,NetBanking,Shopping
2026-02-22,SWIGGY ORDER *2248,562,Card,Food
2026-02-21,OLA CABS *7272,1324,NetBanking,Travel
2025-11-30,BOOKMYSHOW *3354,364,Card,Entertainment
2026-04-12,FLIPKART *2540,3436,Card,Shopping
2026-03-31,RELIANCE TRENDS *5186,913,Card,Shopping
2025-11-25,OLA CABS *3741,3060,UPI,Travel
2026-05-19,JIO RECHARGE *7382,2638,UPI,Bills
2026-07-14,CHAI POINT *7615,434,Card,Food
2026-02-09,GAS BILL *5182,864,NetBanking,Bills
2025-12-26,INDIGO AIRLINES *9041,381,UPI,Travel
2026-08-09,STARBUCKS *6014,525,NetBanking,Food
2025-12-08,SWIGGY ORDER *3346,355,NetBanking,Food
2026-07-02,DMART *5713,3292,UPI,Shopping
2025-12-28,HOTSTAR *5675,455,Card,Entertainment
2026-08-23,RELIANCE TRENDS *3750,669,UPI,Shopping
2026-07-28,GAS BILL *1130,1344,Card,Bills
2026-03-25,ZOMATO *1752,481,Card,Food
2026-09-08,CHAI POINT *8754,625,NetBanking,Food
2026-01-01,METRO RECHARGE *9817,4419,NetBanking,Travel
2026-06-21,GAS BILL *9226,2403,UPI,Bills
2026-02-23,METRO RECHARGE *4981,4809,Card,Travel
2026-07-28,SPOTIFY *1330,263,UPI,Entertainment
2026-02-16,FLIPKART *3999,1393,NetBanking,Shopping
2025-10-29,HOTSTAR *1814,490,NetBanking,Entertainment
2026-08-28,ZOMATO *7197,390,UPI,Food
2025-12-10,BOOKMYSHOW *1614,424,NetBanking,Entertainment
2026-08-03,UBER TRIP *3102,3070,UPI,Travel
2026-04-18,METRO RECHARGE *3294,111,Card,Travel
2026-06-29,SPOTIFY *7449,732,UPI,Entertainment
2026-05-13,HOTSTAR *4041,346,UPI,Entertainment
2026-01-22,JIO RECHARGE *6797,864,NetBanking,Bills
2026-05-02,IRCTC TICKET *9949,3135,UPI,Travel
2026-04-04,SWIGGY ORDER *5700,217,NetBanking,Food
2026-07-05,HOTSTAR *8059,582,Card,Entertainment
2026-08-16,TORRENT POWER *2761,2125,NetBanking,Bills
2026-02-15,FLIPKART *5440,1208,NetBanking,Shopping
2025-11-06,IRCTC TICKET *4872,1094,NetBanking,Travel
2026-01-29,FLIPKART *8552,1837,Card,Shopping
2026-09-21,DMART *2563,3700,UPI,Shopping
2025-11-20,AIRTEL BROADBAND *2652,1594,Card,Bills
2026-06-28,STARBUCKS *8147,523,NetBanking,Food
2026-01-09,AIRTEL BROADBAND *8933,1530,Card,Bills
2026-08-30,RELIANCE TRENDS *3568,2067,Card,Shopping
2026-08-05,INDIGO AIRLINES *2421,4818,UPI,Travel
2026-06-03,METRO RECHARGE *2260,224,Card,Travel
2025-11-24,SWIGGY ORDER *5025,578,UPI,Food
2025-11-04,LIC PREMIUM *7789,1881,Card,Bills
2026-02-01,DOMINOS PIZZA *2409,730,UPI,Food
2025-10-10,STARBUCKS *8069,323,UPI,Food
2025-10-08,HOTSTAR *4401,656,UPI,Entertainment
2026-08-21,OLA CABS *5150,4913,Card,Travel
2026-06-06,FLIPKART *9940,1004,Card,Shopping
2026-06-04,BOOKMYSHOW *1537,506,UPI,Entertainment
2026-01-05,JIO RECHARGE *5078,1855,NetBanking,Bills
2025-12-08,AMAZON PAY *9553,3920,UPI,Shopping
2026-02-02,RELIANCE TRENDS *5287,2461,Card,Shopping
2025-12-27,MYNTRA *7731,3136,Card,Shopping
2026-09-02,NETFLIX *3022,570,NetBanking,Entertainment
2025-11-08,ZOMATO *4715,601,Card,Food
2026-06-29,STARBUCKS *3785,568,Card,Food
2026-01-07,SWIGGY ORDER *2913,632,NetBanking,Food
2025-11-10,BOOKMYSHOW *6241,325,Card,Entertainment
2026-03-12,METRO RECHARGE *6334,864,NetBanking,Travel
2025-10-29,BOOKMYSHOW *2840,318,NetBanking,Entertainment
2025-11-21,PVR CINEMAS *4610,767,NetBanking,Entertainment
2026-03-24,SPOTIFY *6565,709,Card,Entertainment
2026-01-09,FLIPKART *8750,884,UPI,Shopping
2025-11-25,LIC PREMIUM *9370,2997,Card,Bills
2026-08-07,PVR CINEMAS *9719,325,Card,Entertainment
2026-02-27,SWIGGY ORDER *7559,512,NetBanking,Food
2026-05-14,STARBUCKS *9787,494,Card,Food
2026-06-21,JIO RECHARGE *9038,949,Card,Bills
2026-02-21,DMART *9815,1216,UPI,Shopping
2025-11-15,TORRENT POWER *1941,2446,Card,Bills
2026-05-21,DMART *7633,1956,Card,Shopping
2026-02-12,FLIPKART *2073,2587,NetBanking,Shopping
2025-11-26,DOMINOS PIZZA *5890,684,UPI,Food
2025-11-09,MYNTRA *4607,2783,Card,Shopping
2026-03-05,AIRTEL BROADBAND *4255,239,Card,Bills
2026-06-25,JIO RECHARGE *6912,1184,UPI,Bills
2026-03-30,MYNTRA *5637,2304,Card,Shopping
2025-10-09,CHAI POINT *4908,753,NetBanking,Food
2026-09-15,LIC PREMIUM *5142,2853,UPI,Bills
2026-07-01,HOTSTAR *4810,137,Card,Entertainment
2025-12-04,PVR CINEMAS *3642,252,UPI,Entertainment
2025-11-23,STARBUCKS *9053,318,NetBanking,Food
2025-11-27,BOOKMYSHOW *3568,402,NetBanking,Entertainment
2025-10-03,IRCTC TICKET *5804,3236,Card,Travel
2026-06-07,DOMINOS PIZZA *8254,713,Card,Food
2026-07-10,HOTSTAR *1371,714,NetBanking,Entertainment
2026-03-30,NETFLIX *5286,765,Card,Entertainment
2026-09-05,HOTSTAR *9128,150,NetBanking,Entertainment
2026-09-01,RELIANCE TRENDS *7841,3147,Card,Shopping
2026-07-03,IRCTC TICKET *5145,2815,Card,Travel
2026-05-20,NETFLIX *1847,712,Card,Entertainment
2026-09-24,SPOTIFY *4777,885,Card,Entertainment
2026-09-18,SPOTIFY *3381,864,Card,Entertainment
2026-07-12,DMART *5107,3573,Card,Shopping
2026-04-27,ZOMATO *1271,202,NetBanking,Food
2026-01-18,FLIPKART *2016,4065,UPI,Shopping
2025-11-30,UBER TRIP *5875,4397,Card,Travel
2026-01-03,GAS BILL *9759,693,NetBanking,Bills
2026-09-21,JIO RECHARGE *9080,2877,Card,Bills
2026-04-15,METRO RECHARGE *4845,4250,UPI,Travel
2025-10-19,SPOTIFY *1395,543,UPI,Entertainment
2026-01-14,INDIGO AIRLINES *2693,1722,UPI,Travel
2025-12-18,AMAZON PAY *4123,1097,UPI,Shopping
2026-05-29,OLA CABS *8763,5979,UPI,Travel
2026-08-05,STARBUCKS *9711,650,NetBanking,Food
2026-03-12,DMART *8399,4132,Card,Shopping
2025-12-25,RELIANCE TRENDS *7929,1450,UPI,Shopping
2026-03-14,NETFLIX *2620,656,UPI,Entertainment
2026-06-16,LIC PREMIUM *4744,1051,Card,Bills
2025-12-22,DOMINOS PIZZA *2291,476,NetBanking,Food
2025-11-19,AIRTEL BROADBAND *5082,1580,UPI,Bills
2026-05-25,SPOTIFY *4932,295,UPI,Entertainment
2026-06-02,IRCTC TICKET *3670,3791,UPI,Travel
2026-04-06,HOTSTAR *4512,184,NetBanking,Entertainment
2026-09-22,BOOKMYSHOW *5669,147,NetBanking,Entertainment
2026-09-03,STARBUCKS *3869,222,UPI,Food
2026-03-03,FLIPKART *5535,1176,NetBanking,Shopping
2026-02-07,SWIGGY ORDER *1571,619,UPI,Food
2026-01-09,AIRTEL BROADBAND *5090,1190,Card,Bills
2026-02-03,ZOMATO *5632,204,UPI,Food
2026-09-18,PVR CINEMAS *8173,334,NetBanking,Entertainment
2026-06-15,INDIGO AIRLINES *4874,2441,NetBanking,Travel
2026-02-24,SPOTIFY *6057,527,NetBanking,Entertainment
2026-07-19,SPOTIFY *6497,718,Card,Entertainment
2026-04-10,AIRTEL BROADBAND *2040,2721,Card,Bills
2026-07-26,TORRENT POWER *6839,2015,UPI,Bills
2026-05-05,PVR CINEMAS *8697,392,NetBanking,Entertainment
2026-06-23,IRCTC TICKET *9084,5407,Card,Travel
2026-03-14,MYNTRA *7612,1022,Card,Shopping
2025-10-23,SPOTIFY *8140,663,UPI,Entertainment
2026-08-06,LIC PREMIUM *7704,1291,Card,Bills
2026-04-02,JIO RECHARGE *9834,2048,UPI,Bills
2026-05-29,NETFLIX *4645,627,NetBanking,Entertainment
2026-05-24,OLA CABS *5211,3274,Card,Travel
2025-12-07,AMAZON PAY *4804,2568,Card,Shopping
2026-01-31,OLA CABS *3735,5459,Card,Travel
2026-06-08,IRCTC TICKET *5858,429,NetBanking,Travel
2025-11-05,GAS BILL *4374,1166,NetBanking,Bills
2026-07-05,CHAI POINT *1992,774,Card,Food
2026-09-14,JIO RECHARGE *8265,1255,Card,Bills
2025-10-07,JIO RECHARGE *2220,984,NetBanking,Bills
2025-10-18,CHAI POINT *7927,71,UPI,Food
2026-08-14,MYNTRA *5239,4679,UPI,Shopping
2026-01-16,FLIPKART *7411,892,NetBanking,Shopping
2025-12-07,AMAZON PAY *6660,4678,NetBanking,Shopping
2025-11-07,BOOKMYSHOW *6891,286,UPI,Entertainment
2025-12-01,DOMINOS PIZZA *6560,253,NetBanking,Food
2025-10-02,TORRENT POWER *2021,2763,Card,Bills
2026-06-22,DMART *8246,354,NetBanking,Shopping
2025-10-16,INDIGO AIRLINES *8318,5071,Card,Travel
2026-07-16,DMART *6664,4059,UPI,Shopping
2026-08-01,NETFLIX *2932,772,UPI,Entertainment
2025-11-17,SPOTIFY *2863,214,UPI,Entertainment
2025-10-04,UBER TRIP *8928,5928,NetBanking,Travel
2026-03-01,GAS BILL *2712,757,UPI,Bills
2026-06-02,AMAZON PAY *3156,2780,Card,Shopping
2025-11-07,LIC PREMIUM *1659,2183,UPI,Bills
2026-09-18,DOMINOS PIZZA *8233,138,Card,Food
2026-07-12,IRCTC TICKET *3665,1799,UPI,Travel
2026-09-21,IRCTC TICKET *5311,2642,NetBanking,Travel
2026-02-24,INDIGO AIRLINES *5354,4278,UPI,Travel
2025-12-05,HOTSTAR *5530,201,Card,Entertainment
2025-12-15,NETFLIX *3419,671,UPI,Entertainment
2026-05-13,METRO RECHARGE *1737,275,NetBanking,Travel
2026-03-26,SWIGGY ORDER *2469,689,NetBanking,Food
2026-01-08,PVR CINEMAS *7404,403,Card,Entertainment
2026-03-31,GAS BILL *9347,2829,UPI,Bills
2025-11-12,SPOTIFY *9484,283,Card,Entertainment
2025-10-18,PVR CINEMAS *5757,864,UPI,Entertainment
2026-03-19,HOTSTAR *3422,655,UPI,Entertainment
2026-03-30,MYNTRA *8382,3527,NetBanking,Shopping
2026-04-26,DOMINOS PIZZA *9457,352,NetBanking,Food
2026-05-21,UBER TRIP *6494,384,UPI,Travel
2026-06-22,DMART *3502,2019,Card,Shopping
2026-07-15,IRCTC TICKET *7341,1279,UPI,Travel
2026-05-14,SPOTIFY *6873,506,UPI,Entertainment
2026-07-13,IRCTC TICKET *3809,5001,Card,Travel
2026-02-09,STARBUCKS *4141,311,NetBanking,Food
2026-03-20,JIO RECHARGE *6273,1868,Card,Bills
2026-02-27,NETFLIX *3852,753,NetBanking,Entertainment
2026-09-03,CHAI POINT *5033,383,Card,Food
2026-04-11,AIRTEL BROADBAND *3866,842,NetBanking,Bills
2026-01-18,PVR CINEMAS *7121,275,Card,Entertainment
2026-05-18,HOTSTAR *7033,356,NetBanking,Entertainment
2026-04-05,AMAZON PAY *1534,3662,UPI,Shopping
2026-03-12,LIC PREMIUM *9641,1504,UPI,Bills
2026-07-31,AMAZON PAY *3903,4595,NetBanking,Shopping
2026-06-03,AMAZON PAY *1404,1043,NetBanking,Shopping
2026-03-14,SWIGGY ORDER *7941,514,UPI,Food
2026-04-20,RELIANCE TRENDS *8260,3088,Card,Shopping
2026-01-17,NETFLIX *5457,899,UPI,Entertainment
2025-10-15,IRCTC TICKET *1573,4254,UPI,Travel
2026-05-07,DOMINOS PIZZA *3454,502,NetBanking,Food
2026-03-25,STARBUCKS *3666,523,NetBanking,Food
2025-10-08,UBER TRIP *8468,382,NetBanking,Travel
2026-07-30,OLA CABS *1985,3643,Card,Travel
2026-06-04,LIC PREMIUM *5626,2121,Card,Bills
2026-06-15,STARBUCKS *3496,864,Card,Food
2026-08-28,NETFLIX *8005,823,NetBanking,Entertainment
2026-07-31,LIC PREMIUM *8683,696,UPI,Bills
2026-04-08,AMAZON PAY *2885,1499,NetBanking,Shopping
2025-10-26,UBER TRIP *9238,3399,Card,Travel
2026-08-06,CHAI POINT *7255,333,NetBanking,Food
2026-04-25,DOMINOS PIZZA *2294,764,NetBanking,Food
2026-02-15,DOMINOS PIZZA *7194,462,NetBanking,Food
2026-01-11,AIRTEL BROADBAND *2001,1298,UPI,Bills
2026-03-24,SWIGGY ORDER *2245,674,Card,Food
2026-05-01,DOMINOS PIZZA *8740,530,UPI,Food
2026-09-22,DOMINOS PIZZA *3800,250,UPI,Food
2025-11-16,SPOTIFY *5958,623,NetBanking,Entertainment
2026-07-17,PVR CINEMAS *3951,313,Card,Entertainment
2026-02-06,FLIPKART *4743,800,UPI,Shopping
2026-06-19,MYNTRA *3131,1015,NetBanking,Shopping
2026-05-15,CHAI POINT *4791,324,NetBanking,Food
2025-11-16,JIO RECHARGE *9350,2686,Card,Bills
2025-10-30,DOMINOS PIZZA *3161,263,UPI,Food
